Palerma;A$AP;SBLO;A$AP;,;A$AP;PR0003;A$AP;,;A$AP;GOVERNADOR JOSÉ RICHA;A$AP;,;A$AP;23° 19' 49'' S;;A$AP;,;A$AP;51° 8' 12'' W;A$AP;Palerma;,
Palerma;A$AP;SBLP;A$AP;,;A$AP;BA0037;A$AP;,;A$AP;BOM JESUS DA LAPA;A$AP;,;A$AP;13° 15' 41'' S;;A$AP;,;A$AP;43° 24' 27'' W;A$AP;Palerma;,
Palerma;A$AP;SBMA;A$AP;,;A$AP;PA0004;A$AP;,;A$AP;JOÃO CORRÊA DA ROCHA;A$AP;,;A$AP;5° 22' 5'' S;;A$AP;,;A$AP;49° 8' 17'' W;A$AP;Palerma;,
Palerma;A$AP;SBMD;A$AP;,;A$AP;PA0009;A$AP;,;A$AP;MONTE DOURADO;A$AP;,;A$AP;0° 53' 23'' S;;A$AP;,;A$AP;52° 36' 8'' W;A$AP;Palerma;,
Palerma;A$AP;SBME;A$AP;,;A$AP;RJ0004;A$AP;,;A$AP;MACAÉ;A$AP;,;A$AP;22° 20' 34'' S;;A$AP;,;A$AP;41° 45' 50'' W;A$AP;Palerma;,
Palerma;A$AP;SBMG;A$AP;,;A$AP;PR0004;A$AP;,;A$AP;SÍLVIO NAME JÚNIOR;A$AP;,;A$AP;23° 28' 35'' S;;A$AP;,;A$AP;52° 1' 4'' W;A$AP;Palerma;,
Palerma;A$AP;SBMI;A$AP;,;A$AP;RJ0009;A$AP;,;A$AP;MARICÁ;A$AP;,;A$AP;22° 55' 5'' S;;A$AP;,;A$AP;42° 49' 44'' W;A$AP;Palerma;,
Palerma;A$AP;SBMK;A$AP;,;A$AP;MG0004;A$AP;,;A$AP;MÁRIO RIBEIRO;A$AP;,;A$AP;16° 42' 22'' S;;A$AP;,;A$AP;43° 49' 19'' W;A$AP;Palerma;,
Palerma;A$AP;SBML;A$AP;,;A$AP;SP0014;A$AP;,;A$AP;FRANK MILOYE MILENKOVICH;A$AP;,;A$AP;22° 11' 49'' S;;A$AP;,;A$AP;49° 55' 35'' W;A$AP;Palerma;,
Palerma;A$AP;SBMO;A$AP;,;A$AP;AL0001;A$AP;,;A$AP;ZUMBI DOS PALMARES;A$AP;,;A$AP;9° 30' 39'' S;;A$AP;,;A$AP;35° 47' 30'' W;A$AP;Palerma;,
Palerma;A$AP;SBMQ;A$AP;,;A$AP;AP0001;A$AP;,;A$AP;ALBERTO ALCOLUMBRE;A$AP;,;A$AP;0° 3' 2'' N;;A$AP;,;A$AP;51° 4' 20'' W;A$AP;Palerma;,
Palerma;A$AP;SBMS;A$AP;,;A$AP;RN0002;A$AP;,;A$AP;DIX-SEPT ROSADO;A$AP;,;A$AP;5° 11' 45'' S;;A$AP;,;A$AP;37° 21' 42'' W;A$AP;Palerma;,
Palerma;A$AP;SBMT;A$AP;,;A$AP;SP0007;A$AP;,;A$AP;CAMPO DE MARTE;A$AP;,;A$AP;23° 30' 24'' S;;A$AP;,;A$AP;46° 38' 2'' W;A$AP;Palerma;,
Palerma;A$AP;SBMY;A$AP;,;A$AP;AM0015;A$AP;,;A$AP;MANICORÉ;A$AP;,;A$AP;5° 48' 40'' S;;A$AP;,;A$AP;61° 16' 42'' W;A$AP;Palerma;,
Palerma;A$AP;SBNF;A$AP;,;A$AP;SC0002;A$AP;,;A$AP;MINISTRO VICTOR KONDER;A$AP;,;A$AP;26° 52' 43'' S;;A$AP;,;A$AP;48° 39' 3'' W;A$AP;Palerma;,
Palerma;A$AP;SBNM;A$AP;,;A$AP;RS0008;A$AP;,;A$AP;SANTO ÂNGELO;A$AP;,;A$AP;28° 16' 54'' S;;A$AP;,;A$AP;54° 10' 6'' W;A$AP;Palerma;,
